target_enzyme,target_family,stage,critical_transition_score,herbicide_target_family,herbicide_site_of_action,wssa_group,known_inhibitor_classes,resistance_risks,scenario_selectivity_margin,weed_vulnerability_score,crop_vulnerability_score,compound_a,compound_b,compound_a_source,compound_b_source,compound_a_priority_class,compound_b_priority_class,compound_a_exclusion_reason,compound_b_exclusion_reason,compound_a_phytochemical_class,compound_b_phytochemical_class,compound_a_phytochemical_class_score,compound_b_phytochemical_class_score,phytochemical_class_pair,compound_a_intervention_suitability_score,compound_b_intervention_suitability_score,intervention_suitability_score,compound_priority_class,compound_exclusion_reason,compound_a_functional_group_hits,compound_b_functional_group_hits,predicted_single_a,predicted_single_b,bliss_expected,mechanistic_complementarity,synergy_delta,inhibit_synergy,synergy_group_score,synergy_edge_sum,epsilon_threshold,synergy_match_schema,compound_source_score_list,compound_a_evidence_types,compound_b_evidence_types,predicted_combined_perturbation,crop_impact_estimate,environmental_persistence_proxy,toxicity_hazard_proxy,control_compound_penalty,optimization_objective,functional_silencing_threshold,meets_functional_silencing_proxy,evidence_class,synergy_evidence_class,proxy_notes,diversity_selection_phase,diversity_selection_relaxed
TRYPTOPHAN AMINOTRANSFERASE OF ARABIDOPSIS1; Tryptophan Aminotransferase of Arabidopsis 1,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,"1,4-benzoquinone",3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,oxidative_stress_inducer_candidate,natural_product_candidate,,,quinone_redox_candidate,organic_acid_or_lactone,0.81,0.63,organic_acid_or_lactone||quinone_redox_candidate,0.38057470358974366,0.3484551969230769,0.3645149502564103,natural_product_candidate||oxidative_stress_inducer_candidate,,quinone_ros_redox,phenolic_or_aromatic_hydroxyl,0.39860216732307696,0.39781011852307685,0.6378443104198052,0.2984115804376624,0.23724319794950835,False,0.6696061859484951,0.6416316878358974,0.92,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"1,4-benzoquinone:[SKiD_substrates,0.310]|3-hydroxypropanoic acid:[SKiD_substrates,0.331]",herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,herbicide_target_atlas_match,0.72376328437142,0.3002851020070587,0.05691533333333332,0.1323975,0.15,0.3556748691768701,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
cytochrome P450,Cytochrome P450,specialized_metabolism,0.5638143308956455,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,detoxification_modifier,p450_inhibitors;synergist_candidates,metabolic_resistance;cross_resistance,0.4351051464716516,0.3651051464716516,0.43,2-hydroxyethylphosphonate,2-Hydroxyoctanoate,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,organophosphonate_transition_state_mimic,organic_acid_or_lactone,0.63,0.63,organic_acid_or_lactone||organophosphonate_transition_state_mimic,0.6053559353846154,0.3495196248717949,0.47743778012820515,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6642723449846154,0.44496263793846147,0.8136586079891548,0.5726452874391081,0.3474616244924087,True,0.8576970708520513,1.0943374717179486,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.707]|2-Hydroxyoctanoate:[SKiD_substrates,0.387]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match,0.8784050907674198,0.4962065150876172,0.058701666666666596,0.2539654166666666,0.15,0.354551466623223,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
Drought-Induced Branched-Chain Amino Acid Aminotransferase,Aminotransferase,germination,0.5724640000000001,Tubulin/microtubule,microtubule assembly / tubulin polymerization,3,dinitroanilines,tubulin_target_site_mutation;application_escape,0.84579712,0.62579712,0.28,L-lysine,2-Hydroxyoctanoate,SKiD_substrates,SKiD_substrates,low_priority_unknown,natural_product_candidate,,,unclassified_or_unknown,organic_acid_or_lactone,0.0,0.63,organic_acid_or_lactone||unclassified_or_unknown,0.20124450666666663,0.3495196248717949,0.27538206576923074,low_priority_unknown||natural_product_candidate,,,phenolic_or_aromatic_hydroxyl,0.2934020172,0.3549626379384615,0.5442179011366836,0.25197912834366304,0.16254639816830885,False,0.4510564170358306,0.46774937250769233,0.92,herbicide_target_atlas_match,"L-lysine:[SKiD_substrates,0.188]|2-Hydroxyoctanoate:[SKiD_substrates,0.279]",herbicide_target_atlas_match,herbicide_target_atlas_match,0.6183036396565077,0.09534420194951572,0.0680399999999999,0.16101666666666664,0.15,0.3543137725534019,0.72,False,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",breadth_cap_plus_25pct,True
peroxidase,Peroxidase,stress_response,0.563824,Oxidative stress enzymes,SOD/CAT/POD/peroxidase antioxidant stress response,stress_response_modifier,redox_active_phytochemicals;photosensitizers;quinone_like,antioxidant_upregulation;metabolic_resistance,0.43510592,0.36510592,0.43,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,SKiD_substrates,SKiD_substrates,known_inhibitor_like,natural_product_candidate,,,organophosphonate_transition_state_mimic,organic_acid_or_lactone,0.63,0.63,organic_acid_or_lactone||organophosphonate_transition_state_mimic,0.6053559353846154,0.3484551969230769,0.47690556615384616,known_inhibitor_like||natural_product_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6292723449846154,0.40781011852307686,0.7804588339162217,0.46602072808869943,0.3008781097211966,True,0.8221909925846154,1.0082062408615384,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|3-hydroxypropanoic acid:[SKiD_substrates,0.343]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match,0.8465139649734962,0.47819072745085534,0.0,0.2551,0.15,0.35430584098720896,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
cytochrome P450,Cytochrome P450,specialized_metabolism,0.5638143308956455,CYP450 detoxification,cytochrome P450 herbicide metabolism and specialized metabolism,detoxification_modifier,p450_inhibitors;synergist_candidates,metabolic_resistance;cross_resistance,0.4351051464716516,0.3651051464716516,0.43,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,unclassified_or_unknown,0.63,0.0,organophosphonate_transition_state_mimic||unclassified_or_unknown,0.5875468253846153,0.38522908743589745,0.4863879564102564,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6579252821846153,0.5414078343692308,0.8431272143495085,0.6594416520339806,0.3677806128391627,True,0.8837839748502564,1.2060775982974359,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"(2-amino-1-hydroxyethyl)phosphonate:[SKiD_substrates,0.701]|(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.505]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.9008219835938329,0.5088697024773545,0.045516333333333325,0.3203566666666666,0.15,0.353927170471402,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
peroxidase,Peroxidase,stress_response,0.563824,Oxidative stress enzymes,SOD/CAT/POD/peroxidase antioxidant stress response,stress_response_modifier,redox_active_phytochemicals;photosensitizers;quinone_like,antioxidant_upregulation;metabolic_resistance,0.43510592,0.36510592,0.43,2-hydroxyethylphosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,SKiD_substrates,SKiD_substrates,known_inhibitor_like,known_inhibitor_like,,,organophosphonate_transition_state_mimic,unclassified_or_unknown,0.63,0.0,organophosphonate_transition_state_mimic||unclassified_or_unknown,0.6053559353846154,0.38522908743589745,0.49529251141025643,known_inhibitor_like||known_inhibitor_like,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.6292723449846154,0.5064078343692308,0.8170117339017398,0.4990009774179049,0.311626042691669,True,0.8489214819802564,1.1280684788974358,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-hydroxyethylphosphonate:[SKiD_substrates,0.665]|(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.463]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.8740356431249507,0.49373756051027734,0.045516333333333325,0.26940041666666664,0.15,0.35371308943185975,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
acetyl-CoA carboxylase,ACCase,vegetative_expansion,0.5724640000000001,ACCase,acetyl-CoA carboxylase,1,aryloxyphenoxypropionates/fops;cyclohexanediones/dims;phenylpyrazolines/dens,target_site_mutation;enhanced_metabolism,0.5857971200000001,0.46579712,0.38,3-hydroxypropanoic acid,3-indolelactate,SKiD_substrates,SKiD_substrates,natural_product_candidate,natural_product_candidate,,,organic_acid_or_lactone,alkaloid_nitrogenous,0.63,0.63,alkaloid_nitrogenous||organic_acid_or_lactone,0.3484551969230769,0.3170645535897436,0.33275987525641026,natural_product_candidate||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,alkaloid_nitrogenous,0.44281011852307683,0.42655508372307693,0.6804822950661171,0.13762116207839226,0.23420428152932665,False,0.663513735306756,0.7368548072358974,0.92,herbicide_target_atlas_match,"3-hydroxypropanoic acid:[SKiD_substrates,0.385]|3-indolelactate:[SKiD_substrates,0.352]",herbicide_target_atlas_match,herbicide_target_atlas_match,0.7553147095860565,0.3128535280169082,0.0531683333333333,0.1679554166666667,0.15,0.3535198438506577,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
protoporphyrinogen oxidase,PPO,vegetative_expansion,0.5724640000000001,PPO,protoporphyrinogen oxidase,14,diphenyl ethers;n-phenylphthalimides;triazolinones;oxadiazoles,target_site_mutation;enhanced_metabolism,0.5857971200000001,0.46579712,0.38,3-hydroxypropanoic acid,3-indolelactate,SKiD_substrates,SKiD_substrates,natural_product_candidate,natural_product_candidate,,,organic_acid_or_lactone,alkaloid_nitrogenous,0.63,0.63,alkaloid_nitrogenous||organic_acid_or_lactone,0.3484551969230769,0.3170645535897436,0.33275987525641026,natural_product_candidate||natural_product_candidate,,phenolic_or_aromatic_hydroxyl,alkaloid_nitrogenous,0.44281011852307683,0.42655508372307693,0.6804822950661171,0.13762116207839226,0.23420428152932665,False,0.663513735306756,0.7368548072358974,0.92,herbicide_target_atlas_match,"3-hydroxypropanoic acid:[SKiD_substrates,0.385]|3-indolelactate:[SKiD_substrates,0.352]",herbicide_target_atlas_match,herbicide_target_atlas_match,0.7553147095860565,0.3128535280169082,0.0531683333333333,0.1679554166666667,0.15,0.3535198438506577,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
peroxidase,Peroxidase,stress_response,0.563824,Oxidative stress enzymes,SOD/CAT/POD/peroxidase antioxidant stress response,stress_response_modifier,redox_active_phytochemicals;photosensitizers;quinone_like,antioxidant_upregulation;metabolic_resistance,0.43510592,0.36510592,0.43,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,SKiD_substrates,SKiD_substrates,transition_state_mimic_candidate,known_inhibitor_like,,,organosulfur_sulfonate,unclassified_or_unknown,0.81,0.0,organosulfur_sulfonate||unclassified_or_unknown,0.5197507030769231,0.38522908743589745,0.45248989525641026,known_inhibitor_like||transition_state_mimic_candidate,,phenolic_or_aromatic_hydroxyl;transition_state_acidic_mimic,phenolic_or_aromatic_hydroxyl,0.520189395476923,0.5064078343692308,0.763169244620846,0.23721879579248947,0.2680069297779558,True,0.8683752585294873,0.9986976340358975,0.92,active_site_compatibility;functional_group_match;herbicide_target_atlas_match;known_inhibitor_class_similarity;transition_state_mimicry,"2-(2-hydroxyethylthio)ethanesulfonate:[SKiD_substrates,0.536]|(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.463]",active_site_compatibility;functional_group_match;herbicide_target_atlas_match;transition_state_mimicry,herbicide_target_atlas_match;known_inhibitor_class_similarity,0.8266415282470072,0.46696490558888715,0.045516333333333325,0.2096125,0.15,0.35346650684411973,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",family_floor_seed,False
TRYPTOPHAN AMINOTRANSFERASE OF ARABIDOPSIS1; Tryptophan Aminotransferase of Arabidopsis 1,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,p-toluquinone,SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.38522908743589745,0.3711566935897436,0.37819289051282057,known_inhibitor_like||oxidative_stress_inducer_candidate,,phenolic_or_aromatic_hydroxyl,quinone_ros_redox,0.49640783436923075,0.39645817772307695,0.6960610666708236,0.3025280449710527,0.2492420622291641,False,0.7321500785243034,0.7595382964717949,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|p-toluquinone:[SKiD_substrates,0.308]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.7718154332055199,0.3202216540896057,0.13961566666666664,0.17692375,0.15,0.3527052993420695,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
TRYPTOPHAN AMINOTRANSFERASE RELATED1,Aminotransferase,unassigned_stage,0.563824,PSII,"photosystem II electron transport, QB binding protein/site",5/6/7,triazines;ureas;nitriles;benzothiadiazinones;phenylcarbamates,psbA_target_site_mutation;enhanced_metabolism,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,p-toluquinone,SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.38522908743589745,0.3711566935897436,0.37819289051282057,known_inhibitor_like||oxidative_stress_inducer_candidate,,phenolic_or_aromatic_hydroxyl,quinone_ros_redox,0.49640783436923075,0.39645817772307695,0.6960610666708236,0.3025280449710527,0.2492420622291641,False,0.7321500785243034,0.7595382964717949,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|p-toluquinone:[SKiD_substrates,0.308]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.7718154332055199,0.3202216540896057,0.13961566666666664,0.17692375,0.15,0.3527052993420695,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Tryptophan Aminotransferase of Arabidopsis 1,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,p-toluquinone,SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.38522908743589745,0.3711566935897436,0.37819289051282057,known_inhibitor_like||oxidative_stress_inducer_candidate,,phenolic_or_aromatic_hydroxyl,quinone_ros_redox,0.49640783436923075,0.39645817772307695,0.6960610666708236,0.3025280449710527,0.2492420622291641,False,0.7321500785243034,0.7595382964717949,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|p-toluquinone:[SKiD_substrates,0.308]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.7718154332055199,0.3202216540896057,0.13961566666666664,0.17692375,0.15,0.3527052993420695,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Arabidopsis branched-chain aminotransferase 3,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,p-toluquinone,SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.38522908743589745,0.3711566935897436,0.37819289051282057,known_inhibitor_like||oxidative_stress_inducer_candidate,,phenolic_or_aromatic_hydroxyl,quinone_ros_redox,0.49640783436923075,0.39645817772307695,0.6960610666708236,0.3025280449710527,0.2492420622291641,False,0.7321500785243034,0.7595382964717949,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|p-toluquinone:[SKiD_substrates,0.308]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.7718154332055199,0.3202216540896057,0.13961566666666664,0.17692375,0.15,0.3527052993420695,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
TRYPTOPHAN AMINOTRANSFERASE OF ARABIDOPSIS 1 homolog,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,p-toluquinone,SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.38522908743589745,0.3711566935897436,0.37819289051282057,known_inhibitor_like||oxidative_stress_inducer_candidate,,phenolic_or_aromatic_hydroxyl,quinone_ros_redox,0.49640783436923075,0.39645817772307695,0.6960610666708236,0.3025280449710527,0.2492420622291641,False,0.7321500785243034,0.7595382964717949,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|p-toluquinone:[SKiD_substrates,0.308]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.7718154332055199,0.3202216540896057,0.13961566666666664,0.17692375,0.15,0.3527052993420695,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
glutamine(amide):a-ketoglutarate aminotransferase (oxidoreductase ferredoxin),Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,p-toluquinone,SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.38522908743589745,0.3711566935897436,0.37819289051282057,known_inhibitor_like||oxidative_stress_inducer_candidate,,phenolic_or_aromatic_hydroxyl,quinone_ros_redox,0.49640783436923075,0.39645817772307695,0.6960610666708236,0.3025280449710527,0.2492420622291641,False,0.7321500785243034,0.7595382964717949,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|p-toluquinone:[SKiD_substrates,0.308]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.7718154332055199,0.3202216540896057,0.13961566666666664,0.17692375,0.15,0.3527052993420695,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
Prephenate Aminotransferase from Arabidopsis thaliana,Aminotransferase,unassigned_stage,0.563824,PSI,photosystem I electron diversion,22,bipyridyliums;paraquat/diquat-like redox cyclers,sequestration;reduced_translocation;antioxidant_response,0.58510592,0.46510592,0.38,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,p-toluquinone,SKiD_substrates,SKiD_substrates,known_inhibitor_like,oxidative_stress_inducer_candidate,,,unclassified_or_unknown,quinone_redox_candidate,0.0,0.81,quinone_redox_candidate||unclassified_or_unknown,0.38522908743589745,0.3711566935897436,0.37819289051282057,known_inhibitor_like||oxidative_stress_inducer_candidate,,phenolic_or_aromatic_hydroxyl,quinone_ros_redox,0.49640783436923075,0.39645817772307695,0.6960610666708236,0.3025280449710527,0.2492420622291641,False,0.7321500785243034,0.7595382964717949,0.92,herbicide_target_atlas_match;known_inhibitor_class_similarity;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,"(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium:[SKiD_substrates,0.451]|p-toluquinone:[SKiD_substrates,0.308]",herbicide_target_atlas_match;known_inhibitor_class_similarity,herbicide_target_atlas_match;natural_product_or_allelopathy_prior;ros_photosynthesis_disruption_prior,0.7718154332055199,0.3202216540896057,0.13961566666666664,0.17692375,0.15,0.3527052993420695,0.72,True,model_inference_with_real_compound_and_target_rule_evidence,inhibit_synergy_model_inference_requires_assay_validation,"Combination synergy is inferred from typed inhibition evidence edges, active-site/transition-state rules, compound suitability, and herbicide target atlas matches. It is not wet-lab validated.",strict_linear_fill,False
