enzyme_key,enzyme_name,enzyme_family,stage,target_class,anchor_hit,source_evidence,evidence_class,species,substrate,product,kinetic_records,median_parameter,pH_median,temp_median,uniprot_count,organism_count,site_types,plant_like_records,stage_assigned,stage_index,kinetic_evidence_score,organism_evidence_score,plant_context_score,anchor_score,structure_score,natural_inhibitor_evidence_score,crop_selectivity_margin,uncertainty_penalty,pathway_essentiality_score,criticality_score_formula,trajectory_peak,trajectory_curvature_max,trajectory_critical_t,enzyme_state_text,enzyme_state_cluster
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"2,2,2-trifluoroacetophenone",,2.0,8.35,9.0,70.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,"EC 1.1.1.184 1 2,2,2-trifluoroacetophenone kinetic_ec_record unassigned_stage",1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"2,3-Hexanedione",,2.0,0.159,7.4,31.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,"EC 1.1.1.184 1 2,3-Hexanedione kinetic_ec_record unassigned_stage",1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"2,3-Pentanedione",,2.0,10.75,7.0,25.0,1.0,1.0,Apo site,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,0.0,0.0,0.65,0.36328884726311506,0.55,0.19868960377521586,0.185977951152904,8.60869209581471,0.36363636363636365,"EC 1.1.1.184 1 2,3-Pentanedione kinetic_ec_record unassigned_stage",0
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,2-hydroxyacetophenone,,22.0,1.2372121575101702,5.0,35.0,1.0,1.0,Substrate_only,0.0,unassigned_stage,3.0,3.1354942159291497,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.2410759316274527,0.55,0.429127161345606,0.4016727032251125,18.59293859257337,0.36363636363636365,EC 1.1.1.184 1 2-hydroxyacetophenone kinetic_ec_record unassigned_stage,4
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,3-glutathionyl-hexanal,,2.0,15.2619,8.4,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 3-glutathionyl-hexanal kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,3-glutathionyl-nonanal,,2.0,15.40325,8.4,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 3-glutathionyl-nonanal kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,3-glutathionyl-propanal,,2.0,95.41035000000001,8.4,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 3-glutathionyl-propanal kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone,,1.0,6.77229650857078,7.4,37.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,0.6931471805599453,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3876167537496049,0.55,0.3206869529752134,0.30017022200754584,13.894512771951018,0.36363636363636365,EC 1.1.1.184 1 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone kinetic_ec_record unassigned_stage,6
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,4-benzoylpyridine,,2.0,0.25,7.4,31.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 4-benzoylpyridine kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,4-nitrobenzaldehyde,,2.0,1.96,6.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 4-nitrobenzaldehyde kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"9,10-phenanthrenequinone",,14.0,0.0354,7.4,25.0,4.0,4.0,Cofactor_only;Substrate+Cofactor,0.0,unassigned_stage,3.0,2.70805020110221,1.6094379124341003,0.0,0,1.0,0.0,0.65,0.23923385056084437,0.55,0.41399706816116144,0.3875105947014127,17.937391894955386,0.36363636363636365,"EC 1.1.1.184 1 9,10-phenanthrenequinone kinetic_ec_record unassigned_stage",4
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,NADH,,10.0,1.26,7.5,35.0,1.0,1.0,Substrate_only,0.0,unassigned_stage,3.0,2.3978952727983707,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.28533186821529943,0.55,0.39637776827059945,0.3710185325495225,17.173994491066708,0.36363636363636365,EC 1.1.1.184 1 NADH kinetic_ec_record unassigned_stage,4
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,NADPH,,14.0,1.21,7.5,35.0,4.0,4.0,Substrate+Cofactor;Substrate_only,0.0,unassigned_stage,3.0,2.70805020110221,1.6094379124341003,0.0,0,1.0,0.0,0.65,0.23923385056084437,0.55,0.41399706816116144,0.3875105947014127,17.937391894955386,0.36363636363636365,EC 1.1.1.184 1 NADPH kinetic_ec_record unassigned_stage,4
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,S-nitrosoglutathione,,4.0,1.415,7.4,,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.6094379124341003,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3326393098371556,0.55,0.3613702614704259,0.3382507164888829,15.657212327538,0.36363636363636365,EC 1.1.1.184 1 S-nitrosoglutathione kinetic_ec_record unassigned_stage,7
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,acetone,,2.0,0.11499999999999999,6.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 acetone kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,daunorubicin,,8.0,0.07580624324691485,7.4,37.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.1972245773362196,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.29737210994302843,0.55,0.38746798939207994,0.3626787785333681,16.787957468748505,0.36363636363636365,EC 1.1.1.184 1 daunorubicin kinetic_ec_record unassigned_stage,7
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,doxorubicin,,6.0,0.287,,,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.9459101490553132,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3124509756398829,0.55,0.37630962877640767,0.35223430128796707,16.304495380097595,0.36363636363636365,EC 1.1.1.184 1 doxorubicin kinetic_ec_record unassigned_stage,7
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,estrone,,2.0,0.2255,6.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 estrone kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,ethyl 2-methylacetoacetate,,2.0,8.7,9.0,70.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 ethyl 2-methylacetoacetate kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,ethyl 2-oxo-4-phenylbutyrate,,2.0,8.6,9.0,70.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 ethyl 2-oxo-4-phenylbutyrate kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,ethyl 4-chloro-3-oxobutanoate,,2.0,0.875,6.0,50.0,1.0,1.0,Cofactor_only,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 ethyl 4-chloro-3-oxobutanoate kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,glutathionyl-nonanal,,2.0,15.40325,8.4,37.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 glutathionyl-nonanal kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,isatin,,9.0,0.0079999999999999,7.4,31.0,2.0,2.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.302585092994046,1.0986122886681098,0.0,0,1.0,0.0,0.65,0.2788865257603139,0.55,0.39384894974134177,0.36865150136131336,17.064427509851125,0.36363636363636365,EC 1.1.1.184 1 isatin kinetic_ec_record unassigned_stage,4
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,menadione,,14.0,0.032,7.4,31.0,3.0,3.0,Cofactor_only;Substrate+Cofactor,0.0,unassigned_stage,3.0,2.70805020110221,1.3862943611198906,0.0,0,1.0,0.0,0.65,0.24592815710027066,0.55,0.41305986524564176,0.3866333516311609,17.896785385215015,0.36363636363636365,EC 1.1.1.184 1 menadione kinetic_ec_record unassigned_stage,4
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,methylglyoxal,,2.0,13.0,7.0,25.0,1.0,1.0,Apo site,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,0.0,0.0,0.65,0.36328884726311506,0.55,0.19868960377521586,0.185977951152904,8.60869209581471,0.36363636363636365,EC 1.1.1.184 1 methylglyoxal kinetic_ec_record unassigned_stage,0
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,oracin,,1.0,0.096,7.4,37.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,0.6931471805599453,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3876167537496049,0.55,0.3206869529752134,0.30017022200754584,13.894512771951018,0.36363636363636365,EC 1.1.1.184 1 oracin kinetic_ec_record unassigned_stage,6
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,p-toluquinone,,4.0,1.34,6.25,37.5,2.0,2.0,Cofactor_only;Substrate+Cofactor,0.0,unassigned_stage,3.0,1.6094379124341003,1.0986122886681098,0.0,0,1.0,0.0,0.65,0.3204753565939107,0.55,0.3630732149244802,0.3398447193369236,15.730996771519495,0.36363636363636365,EC 1.1.1.184 1 p-toluquinone kinetic_ec_record unassigned_stage,7
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,prostaglandin E2,,2.0,0.35500000000000004,6.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 prostaglandin E2 kinetic_ec_record unassigned_stage,1
1.1.1.184,EC 1.1.1.184,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,testosterone,,2.0,0.32,6.5,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.184 1 testosterone kinetic_ec_record unassigned_stage,1
1.1.1.188,EC 1.1.1.188,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"9,10-phenanthrenequinone",,2.0,0.70075,7.0,37.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,"EC 1.1.1.188 1 9,10-phenanthrenequinone kinetic_ec_record unassigned_stage",1
1.1.1.188,EC 1.1.1.188,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,NADPH,,1.0,0.0057,,,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,0.6931471805599453,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3876167537496049,0.55,0.3206869529752134,0.30017022200754584,13.894512771951018,0.36363636363636365,EC 1.1.1.188 1 NADPH kinetic_ec_record unassigned_stage,6
1.1.1.188,EC 1.1.1.188,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"androst-4-ene-3,17-dione",,2.0,0.00465,7.0,37.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,"EC 1.1.1.188 1 androst-4-ene-3,17-dione kinetic_ec_record unassigned_stage",1
1.1.1.188,EC 1.1.1.188,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,prostaglandin H2,,3.0,0.018,5.5,37.0,2.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.3862943611198906,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.34602792291600826,0.55,0.35146268779207496,0.3289770040319356,15.22794351028265,0.36363636363636365,EC 1.1.1.188 1 prostaglandin H2 kinetic_ec_record unassigned_stage,1
1.1.1.195,EC 1.1.1.195,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,4-coumaryl aldehyde,,18.0,3.4299999999999997,6.5,30.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.9444389791664403,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.2525392458332152,0.55,0.42064430883334175,0.39373256191833333,18.22539915424972,0.36363636363636365,EC 1.1.1.195 1 4-coumaryl aldehyde kinetic_ec_record unassigned_stage,4
1.1.1.195,EC 1.1.1.195,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,coniferyl alcohol,,1.0,0.117,8.8,,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,0.6931471805599453,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3876167537496049,0.55,0.3206869529752134,0.30017022200754584,13.894512771951018,0.36363636363636365,EC 1.1.1.195 1 coniferyl alcohol kinetic_ec_record unassigned_stage,6
1.1.1.195,EC 1.1.1.195,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,coniferyl aldehyde,,18.0,3.005,6.5,30.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.9444389791664403,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.2525392458332152,0.55,0.42064430883334175,0.39373256191833333,18.22539915424972,0.36363636363636365,EC 1.1.1.195 1 coniferyl aldehyde kinetic_ec_record unassigned_stage,4
1.1.1.195,EC 1.1.1.195,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,sinapyl aldehyde,,18.0,1.32,6.5,30.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.9444389791664403,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.2525392458332152,0.55,0.42064430883334175,0.39373256191833333,18.22539915424972,0.36363636363636365,EC 1.1.1.195 1 sinapyl aldehyde kinetic_ec_record unassigned_stage,4
1.1.1.203,EC 1.1.1.203,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-Mannuronate,,2.0,50.5600647520592,,,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.203 1 D-Mannuronate kinetic_ec_record unassigned_stage,1
1.1.1.203,EC 1.1.1.203,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-galacturonate,,2.0,0.54,,,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.203 1 D-galacturonate kinetic_ec_record unassigned_stage,1
1.1.1.203,EC 1.1.1.203,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,D-glucuronate,,1.0,1.9,,,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,0.6931471805599453,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3876167537496049,0.55,0.3206869529752134,0.30017022200754584,13.894512771951018,0.36363636363636365,EC 1.1.1.203 1 D-glucuronate kinetic_ec_record unassigned_stage,6
1.1.1.203,EC 1.1.1.203,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,NAD+,,3.0,0.18,,,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.3862943611198906,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.34602792291600826,0.55,0.35146268779207496,0.3289770040319356,15.22794351028265,0.36363636363636365,EC 1.1.1.203 1 NAD+ kinetic_ec_record unassigned_stage,1
1.1.1.203,EC 1.1.1.203,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,beta-D-galacturonate,,82.0,0.22,8.0,25.0,2.0,2.0,Substrate+Cofactor;Substrate_only,0.0,unassigned_stage,3.0,4.418840607796598,1.0986122886681098,0.0,0,1.0,0.0,0.65,0.15191119487216084,0.55,0.487810694598575,0.45660181412689715,21.135540013435076,0.36363636363636365,EC 1.1.1.203 1 beta-D-galacturonate kinetic_ec_record unassigned_stage,5
1.1.1.203,EC 1.1.1.203,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,beta-D-glucuronate,,87.0,3.2,8.0,25.0,2.0,2.0,Substrate+Cofactor;Substrate_only,0.0,unassigned_stage,3.0,4.477336814478207,1.0986122886681098,0.0,0,1.0,0.0,0.65,0.14840142247126434,0.55,0.4904079261752385,0.45903288147073246,21.248071150043103,0.36363636363636365,EC 1.1.1.203 1 beta-D-glucuronate kinetic_ec_record unassigned_stage,5
1.1.1.205,EC 1.1.1.205,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,3-acetylpyridine adenine dinucleotide,,1.0,0.204450483002609,8.0,25.0,1.0,1.0,Substrate_only,0.0,unassigned_stage,3.0,0.6931471805599453,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3876167537496049,0.55,0.3206869529752134,0.30017022200754584,13.894512771951018,0.36363636363636365,EC 1.1.1.205 1 3-acetylpyridine adenine dinucleotide kinetic_ec_record unassigned_stage,6
1.1.1.205,EC 1.1.1.205,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,IMP,,12.0,0.161583912220769,8.0,25.0,6.0,6.0,Substrate+Cofactor;Substrate_only,0.0,unassigned_stage,3.0,2.5649493574615367,1.9459101490553132,0.0,0,1.0,0.0,0.65,0.2377257340806484,0.55,0.4090565740973246,0.38288618081051307,17.72333342692961,0.36363636363636365,EC 1.1.1.205 1 IMP kinetic_ec_record unassigned_stage,4
1.1.1.205,EC 1.1.1.205,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,NAD+,,25.0,0.777718514002954,8.0,26.5,9.0,8.0,Substrate+Cofactor;Substrate_only,0.0,unassigned_stage,3.0,3.258096538021482,2.1972245773362196,0.0,0,1.0,0.0,0.65,0.1885974703986245,0.55,0.44088782951296596,0.41268095392568394,19.102497065539026,0.36363636363636365,EC 1.1.1.205 1 NAD+ kinetic_ec_record unassigned_stage,5
1.1.1.205,EC 1.1.1.205,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,inosine 5'-phosphate,,6.0,0.011,8.0,37.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.9459101490553132,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3124509756398829,0.55,0.37630962877640767,0.35223430128796707,16.304495380097595,0.36363636363636365,EC 1.1.1.205 1 inosine 5'-phosphate kinetic_ec_record unassigned_stage,7
1.1.1.206,EC 1.1.1.206,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,Tropine,,2.0,1.8199999999999998,9.6,22.0,1.0,1.0,Cofactor_only,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.206 1 Tropine kinetic_ec_record unassigned_stage,1
1.1.1.206,EC 1.1.1.206,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,tropinone,,2.0,3.29,6.4,22.0,1.0,1.0,Cofactor_only,0.0,unassigned_stage,3.0,1.0986122886681098,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.36328884726311506,0.55,0.3386896037752159,0.3170211092582621,14.674519751183945,0.36363636363636365,EC 1.1.1.206 1 tropinone kinetic_ec_record unassigned_stage,1
1.1.1.209,EC 1.1.1.209,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"4-androstene-3,17-dione",,14.0,0.01475,7.0,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.70805020110221,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.266722572517069,0.55,0.41014864708729,0.38390838576398895,17.770650045102567,0.36363636363636365,"EC 1.1.1.209 1 4-androstene-3,17-dione kinetic_ec_record unassigned_stage",4
1.1.1.209,EC 1.1.1.209,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,5alpha-Androstan-17alpha-ol-3-one,,12.0,0.0795,7.0,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.5649493574615367,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.2753086231355094,0.55,0.40379496962964406,0.37796120033804076,17.49536209913196,0.36363636363636365,EC 1.1.1.209 1 5alpha-Androstan-17alpha-ol-3-one kinetic_ec_record unassigned_stage,4
1.1.1.209,EC 1.1.1.209,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,5alpha-Androstan-3alpha-ol-17-one,,14.0,0.018349999999999998,7.0,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.70805020110221,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.266722572517069,0.55,0.41014864708729,0.38390838576398895,17.770650045102567,0.36363636363636365,EC 1.1.1.209 1 5alpha-Androstan-3alpha-ol-17-one kinetic_ec_record unassigned_stage,4
1.1.1.209,EC 1.1.1.209,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,5alpha-androstan-17beta-ol-3-one,,11.0,0.0367,7.0,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.4849066497880004,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.28011118559592163,0.55,0.40024107340893905,0.3746346733070416,17.34138122784721,0.36363636363636365,EC 1.1.1.209 1 5alpha-androstan-17beta-ol-3-one kinetic_ec_record unassigned_stage,4
1.1.1.209,EC 1.1.1.209,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"5alpha-androstan-3beta,17beta-diol",,7.0,0.035,7.0,25.0,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,2.0794415416798357,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3044390920824115,0.55,0.38223842260893653,0.3577837860563253,16.561374248614282,0.36363636363636365,"EC 1.1.1.209 1 5alpha-androstan-3beta,17beta-diol kinetic_ec_record unassigned_stage",7
1.1.1.209,EC 1.1.1.209,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,"5alpha-pregnane-3alpha,20alpha-diol",,6.0,0.0925,,,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.9459101490553132,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3124509756398829,0.55,0.37630962877640767,0.35223430128796707,16.304495380097595,0.36363636363636365,"EC 1.1.1.209 1 5alpha-pregnane-3alpha,20alpha-diol kinetic_ec_record unassigned_stage",7
1.1.1.209,EC 1.1.1.209,1,unassigned_stage,kinetic_ec_record,0,SKiD,real_evidence,,5beta-androstan-17alpha-ol-3-one,,6.0,0.02815,,,1.0,1.0,Substrate+Cofactor,0.0,unassigned_stage,3.0,1.9459101490553132,0.6931471805599453,0.0,0,1.0,0.0,0.65,0.3124509756398829,0.55,0.37630962877640767,0.35223430128796707,16.304495380097595,0.36363636363636365,EC 1.1.1.209 1 5beta-androstan-17alpha-ol-3-one kinetic_ec_record unassigned_stage,7
