target_enzyme,target_family,stage,compound_a,compound_b,dose_relative,predicted_inhibition,weed_activity_remaining,crop_activity_remaining,selectivity_index,model,evidence_class
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,1.0,0.4227291710457427,0.5772708289542573,0.9348139443647339,1.619368063441169,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,3.0,0.7339825794271915,0.2660174205728085,0.8868177723824983,3.333683074111974,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,10.0,0.8496704951588431,0.15032950484115692,0.8689783625954803,5.780491085324011,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.03,0.003360874466609586,0.9966391255333904,0.9994817434779303,1.0028522038436114,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.1,0.021679998200385433,0.9783200017996145,0.9966568818391057,1.0187432333037867,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.3,0.1087568668027225,0.8912431331972775,0.9832293779192438,1.1032111679693637,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,1.0,0.4227291710457427,0.5772708289542573,0.9348139443647339,1.619368063441169,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,3.0,0.7339825794271915,0.2660174205728085,0.8868177723824983,3.333683074111974,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,10.0,0.8496704951588431,0.15032950484115692,0.8689783625954803,5.780491085324011,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.03,0.003360874466609586,0.9966391255333904,0.9994817434779303,1.0028522038436114,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.1,0.021679998200385433,0.9783200017996145,0.9966568818391057,1.0187432333037867,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,0.3,0.1087568668027225,0.8912431331972775,0.9832293779192438,1.1032111679693637,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,1.0,0.4227291710457427,0.5772708289542573,0.9348139443647339,1.619368063441169,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,3.0,0.7339825794271915,0.2660174205728085,0.8868177723824983,3.333683074111974,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxypropanoic acid,10.0,0.8496704951588431,0.15032950484115692,0.8689783625954803,5.780491085324011,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.03,0.004370452097196033,0.995629547902804,0.999324740666161,1.0037114133174738,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.1,0.02529318768044483,0.9747068123195551,0.9960920608019659,1.0219401857175074,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",0.3,0.11438882799342255,0.8856111720065775,0.9823262852282436,1.1092071964297079,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",1.0,0.4056290188926451,0.594370981107355,0.9373280441035011,1.5770084238587707,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",3.0,0.6924792476852145,0.3075207523147855,0.8930080767183607,2.903895330628798,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,"3,4-dihydroxybenzoate",10.0,0.8091068868448879,0.19089311315511215,0.8749884530788046,4.583656469407693,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.03,0.007287697444839618,0.9927123025551604,0.9988762160654371,1.0062091640190327,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.1,0.035256949236549304,0.9647430507634507,0.9945632768877103,1.0309100190985168,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.3,0.13465289314729065,0.8653471068527093,0.9792361360763555,1.131610804868654,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,1.0,0.4134054805083768,0.5865945194916232,0.9362516842978245,1.5960798357087183,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,3.0,0.6869110553818217,0.31308894461817827,0.8940763369562835,2.855662431794382,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,10.0,0.8160387793720408,0.18396122062795917,0.8741644700291467,4.75189535623405,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.03,0.007287697444839618,0.9927123025551604,0.9988762160654371,1.0062091640190327,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.1,0.035256949236549304,0.9647430507634507,0.9945632768877103,1.0309100190985168,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.3,0.13465289314729065,0.8653471068527093,0.9792361360763555,1.131610804868654,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,1.0,0.4134054805083768,0.5865945194916232,0.9362516842978245,1.5960798357087183,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,3.0,0.6869110553818217,0.31308894461817827,0.8940763369562835,2.855662431794382,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-(2-hydroxyethylthio)ethanesulfonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,10.0,0.8160387793720408,0.18396122062795917,0.8741644700291467,4.75189535623405,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,0.03,0.007255643656079954,0.99274435634392,0.9988841877888708,1.0061847054639148,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,0.1,0.03518774575049468,0.9648122542495053,0.9945886377209813,1.0308623603611233,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,0.3,0.13470464759677006,0.86529535240323,0.9792843891171,1.1317342528158534,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,1.0,0.4144483173184922,0.5855516826815078,0.9362638912181943,1.5989432169857587,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,3.0,0.6890624281828593,0.31093757181714066,0.8940322446854863,2.8752789167957413,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH43_13,GH,germination,2-hydroxyethylphosphonate,(2-amino-1-hydroxyethyl)phosphonate,10.0,0.8184983291565141,0.1815016708434859,0.8741268902178791,4.816081781261748,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,4-hydroxybenzoate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,4-hydroxybenzoate,0.03,0.0017738921089048532,0.9982261078910951,0.9997264607279976,1.0015030190305003,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,4-hydroxybenzoate,0.1,0.014300351628456031,0.985699648371544,0.9977948445938793,1.0122706711342726,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,4-hydroxybenzoate,0.3,0.0889615705003281,0.9110384294996718,0.9862818696195264,1.0825908520249548,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,4-hydroxybenzoate,1.0,0.42274235901029383,0.5772576409897061,0.9348119107426187,1.6194015364437395,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,4-hydroxybenzoate,3.0,0.7629534013514062,0.2370465986485938,0.8823503882058172,3.7222655513140035,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
hydroxycinnamoyl-CoA:shikimate hydroxycinnamoyl transferase 1,BAHD acyltransferase,early_vegetative,(2-amino-1-hydroxyethyl)phosphonate,4-hydroxybenzoate,10.0,0.8686759564364768,0.13132404356352323,0.8660476657307408,6.59473804057687,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.03,0.004131660006529993,0.99586833999347,0.9993616353819669,1.0035077883774473,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.1,0.02410294934796458,0.9758970506520355,0.9962759592924711,1.020882232021113,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,0.3,0.11007480137898801,0.8899251986210119,0.9829928265088804,1.1045791579248254,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,1.0,0.39633951013751195,0.603660489862488,0.938763325249291,1.5551180523064188,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,3.0,0.6835919026492849,0.31640809735071507,0.8943812213164698,2.826669825472621,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH5_21,GH,germination,2-hydroxyethylphosphonate,2-(2-hydroxyethylthio)ethanesulfonate,10.0,0.8011728191921511,0.1988271808078489,0.8762143109806125,4.406914122206491,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.03,0.001750554199050103,0.9982494458009499,0.9997300595009104,1.0014832101396987,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.1,0.014068938036924482,0.9859310619630756,0.9978305292361647,1.0120692690718114,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.3,0.08736644362110396,0.9126335563788961,0.9865278427782681,1.0809681891301106,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,"1,4-benzoquinone",1.0,0.4165377313933214,0.5834622686066786,0.9357686821904834,1.603820388291981,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,"1,4-benzoquinone",3.0,0.7562468926371085,0.24375310736289146,0.883384551164307,3.6240955478329706,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,"1,4-benzoquinone",10.0,0.8630064246226296,0.13699357537737045,0.8669219238646876,6.328194015497545,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.03,0.001750554199050103,0.9982494458009499,0.9997300595009104,1.0014832101396987,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.1,0.014068938036924482,0.9859310619630756,0.9978305292361647,1.0120692690718114,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.3,0.08736644362110396,0.9126335563788961,0.9865278427782681,1.0809681891301106,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,"1,4-benzoquinone",1.0,0.4165377313933214,0.5834622686066786,0.9357686821904834,1.603820388291981,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,"1,4-benzoquinone",3.0,0.7562468926371085,0.24375310736289146,0.883384551164307,3.6240955478329706,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
EPSP synthase,EPSPS,early_vegetative,2-hydroxyethylphosphonate,"1,4-benzoquinone",10.0,0.8630064246226296,0.13699357537737045,0.8669219238646876,6.328194015497545,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.03,0.001750554199050103,0.9982494458009499,0.9997300595009104,1.0014832101396987,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.1,0.014068938036924482,0.9859310619630756,0.9978305292361647,1.0120692690718114,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,"1,4-benzoquinone",0.3,0.08736644362110396,0.9126335563788961,0.9865278427782681,1.0809681891301106,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,"1,4-benzoquinone",1.0,0.4165377313933214,0.5834622686066786,0.9357686821904834,1.603820388291981,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,"1,4-benzoquinone",3.0,0.7562468926371085,0.24375310736289146,0.883384551164307,3.6240955478329706,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,"1,4-benzoquinone",10.0,0.8630064246226296,0.13699357537737045,0.8669219238646876,6.328194015497545,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxysalicylate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxysalicylate,0.03,0.0038099957157271573,0.9961900042842728,0.9994124876878472,1.003234808008227,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxysalicylate,0.1,0.023257764562734932,0.976742235437265,0.9964135857220643,1.0201397559879173,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxysalicylate,0.3,0.11095216480104535,0.8890478351989547,0.9828908566454442,1.1055545244373592,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxysalicylate,1.0,0.4157764373592152,0.5842235626407848,0.9358860759230694,1.6019314107988272,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxysalicylate,3.0,0.7236015409143619,0.2763984590856381,0.8884185584185675,3.214267407125102,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,2-hydroxyethylphosphonate,3-hydroxysalicylate,10.0,0.8452855093354225,0.15471449066457754,0.869654540038211,5.621028362001528,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxysalicylate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxysalicylate,0.03,0.0038099957157271573,0.9961900042842728,0.9994124876878472,1.003234808008227,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxysalicylate,0.1,0.023257764562734932,0.976742235437265,0.9964135857220643,1.0201397559879173,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxysalicylate,0.3,0.11095216480104535,0.8890478351989547,0.9828908566454442,1.1055545244373592,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxysalicylate,1.0,0.4157764373592152,0.5842235626407848,0.9358860759230694,1.6019314107988272,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxysalicylate,3.0,0.7236015409143619,0.2763984590856381,0.8884185584185675,3.214267407125102,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
acetolactate synthase,ALS/AHAS,seedling_emergence,2-hydroxyethylphosphonate,3-hydroxysalicylate,10.0,0.8452855093354225,0.15471449066457754,0.869654540038211,5.621028362001528,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH157,GH,germination,2-hydroxyethylphosphonate,4-hydroxybenzoate,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH157,GH,germination,2-hydroxyethylphosphonate,4-hydroxybenzoate,0.03,0.002956104098814813,0.9970438959011851,0.9995428465843287,1.0025063597434543,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH157,GH,germination,2-hydroxyethylphosphonate,4-hydroxybenzoate,0.1,0.01942812555259057,0.9805718744474095,0.9969954935078168,1.0167490211461172,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH157,GH,germination,2-hydroxyethylphosphonate,4-hydroxybenzoate,0.3,0.099506298686414,0.900493701313586,0.9846116229994928,1.0934131150092452,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH157,GH,germination,2-hydroxyethylphosphonate,4-hydroxybenzoate,1.0,0.3980472249272373,0.6019527750727627,0.9384430850906291,1.5589978549018106,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH157,GH,germination,2-hydroxyethylphosphonate,4-hydroxybenzoate,3.0,0.7023962278037442,0.2976037721962558,0.891376344011739,2.995178244662564,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
GH157,GH,germination,2-hydroxyethylphosphonate,4-hydroxybenzoate,10.0,0.8159151624309107,0.18408483756908933,0.8738209511793327,4.746838266086835,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.0,0.0,1.0,1.0,1.0,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.03,0.001673968504748169,0.9983260314952518,0.9997418692355385,1.001418211782143,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.1,0.01373588074847401,0.986264119251526,0.9978818876292488,1.0117795711624786,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
cellulase,CAZy,germination,(2-amino-1-hydroxyethyl)phosphonate,(2S)-3-carboxy-N-(fluoromethyl)-2-hydroxy-N N-dimethylpropan-1-aminium,0.3,0.08706660618740346,0.9129333938125965,0.9865740785740765,1.0806638088392642,Hill dose-response with Bliss/synergy-derived maximum effect,pseudo_lab_model_inference
